FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,url,past_fights
Mark Hall,"6' 0""",190 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/18524b46c570730b,"[{'wl': 'loss', 'opponent': 'Don Frye', 'method': 'SUB\n \n \n\n Ankle Lock', 'round': '1', 'time': '0:20'}, {'wl': 'win', 'opponent': 'Felix Lee Mitchell', 'method': 'KO/TKO', 'round': '1', 'time': '1:45'}, {'wl': 'loss', 'opponent': 'Don Frye', 'method': 'KO/TKO\n \n \n\n Headbutt', 'round': '1', 'time': '10:21'}, {'wl': 'win', 'opponent': 'Koji Kitao', 'method': 'KO/TKO', 'round': '1', 'time': '0:47'}, {'wl': 'win', 'opponent': 'Trent Jenkins', 'method': 'SUB', 'round': '1', 'time': '5:29'}, {'wl': 'loss', 'opponent': 'Paul Varelans', 'method': 'SUB\n \n \n\n Keylock', 'round': '1', 'time': '1:01'}, {'wl': 'win', 'opponent': 'Harold Howard', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:41'}]"
Uriah Hall,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",http://ufcstats.com/fighter-details/65578a75fa7900e3,"[{'wl': 'loss', 'opponent': 'Andre Muniz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Sean Strickland', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chris Weidman', 'method': 'KO/TKO', 'round': '1', 'time': '0:17'}, {'wl': 'win', 'opponent': 'Anderson Silva', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '4', 'time': '1:24'}, {'wl': 'win', 'opponent': 'Antonio Carlos Junior', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Bevon Lewis', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '3', 'time': '1:32'}, {'wl': 'loss', 'opponent': 'Paulo Costa', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:38'}, {'wl': 'win', 'opponent': 'Krzysztof Jotko', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '2:25'}, {'wl': 'loss', 'opponent': 'Gegard Mousasi', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:37'}, {'wl': 'loss', 'opponent': 'Derek Brunson', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:41'}, {'wl': 'loss', 'opponent': 'Robert Whittaker', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Gegard Mousasi', 'method': 'KO/TKO\n \n\n\n Spinning Back Kick', 'round': '2', 'time': '0:25'}, {'wl': 'win', 'opponent': 'Oluwale Bamgbose', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:32'}, {'wl': 'loss', 'opponent': 'Rafael Natal', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ron Stallings', 'method': 'KO/TKO', 'round': '1', 'time': '3:37'}, {'wl': 'win', 'opponent': 'Thiago Santos', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chris Leben', 'method': 'KO/TKO', 'round': '1', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'John Howard', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Kelvin Gastelum', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Ryan Hall,"5' 10""",145 lbs.,"70""",Southpaw,"Feb 22, 1985",http://ufcstats.com/fighter-details/8866c6f509c19089,"[{'wl': 'win', 'opponent': 'Darrick Minner', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ilia Topuria', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:47'}, {'wl': 'win', 'opponent': 'Darren Elkins', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'BJ Penn', 'method': 'SUB\n \n\n\n Heel Hook', 'round': '1', 'time': '2:46'}, {'wl': 'win', 'opponent': 'Gray Maynard', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Artem Lobov', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Dennis Hallman,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975",http://ufcstats.com/fighter-details/8a8a84b743ae7699,"[{'wl': 'win', 'opponent': 'John Makdessi', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '2:58'}, {'wl': 'loss', 'opponent': 'Brian Ebersole', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '1', 'time': '4:28'}, {'wl': 'win', 'opponent': 'Karo Parisyan', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:47'}, {'wl': 'win', 'opponent': 'Ben Saunders', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'John Howard', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '4:55'}, {'wl': 'win', 'opponent': 'Justin Davis', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '0:20'}, {'wl': 'win', 'opponent': 'Jeremiah Metcalf', 'method': 'SUB\n \n \n\n Heel Hook', 'round': '1', 'time': '1:39'}, {'wl': 'loss', 'opponent': 'Jorge Rivera', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Frank Trigg', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:15'}, {'wl': 'loss', 'opponent': 'Frank Trigg', 'method': 'KO/TKO', 'round': '1', 'time': '3:50'}, {'wl': 'loss', 'opponent': 'Jens Pulver', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Matt Hughes', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '0:20'}]"
Piotr Hallmann,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987",http://ufcstats.com/fighter-details/a3be148af5c7b088,"[{'wl': 'loss', 'opponent': 'Alex Oliveira', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '3', 'time': '0:51'}, {'wl': 'loss', 'opponent': 'Magomed Mustafaev', 'method': 'KO/TKO', 'round': '2', 'time': '3:24'}, {'wl': 'loss', 'opponent': 'Gleison Tibau', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Yves Edwards', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '3', 'time': '2:31'}, {'wl': 'loss', 'opponent': 'Al Iaquinta', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Francisco Trinaldo', 'method': 'SUB\n \n\n\n Kimura', 'round': '2', 'time': '3:50'}]"
Tony Halme,"6' 3""",300 lbs.,--,Orthodox,"Jan 06, 1963",http://ufcstats.com/fighter-details/bad28b7b34f334de,"[{'wl': 'loss', 'opponent': 'Randy Couture', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '0:56'}]"
Brandon Halsey,"6' 0""",185 lbs.,--,,"Sep 16, 1986",http://ufcstats.com/fighter-details/e763679f15326ae1,[]
John Halverson,"5' 9""",155 lbs.,--,Southpaw,"Sep 08, 1972",http://ufcstats.com/fighter-details/88c8f47241d90040,"[{'wl': 'loss', 'opponent': 'Jorge Gurgel', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Roger Huerta', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:19'}]"
Seo Hee Ham,"5' 2""",115 lbs.,"62""",Southpaw,"Mar 08, 1987",http://ufcstats.com/fighter-details/165c244bcca3ed26,"[{'wl': 'loss', 'opponent': 'Danielle Taylor', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Bec Rawlings', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Cortney Casey', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Joanne Wood', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Frank Hamaker,--,--,--,,--,http://ufcstats.com/fighter-details/c3c23c99477c041b,"[{'wl': 'win', 'opponent': 'Thaddeus Luster', 'method': 'SUB\n \n \n\n Keylock', 'round': '1', 'time': '4:52'}]"
Kazuhiro Hamanaka,"6' 0""",185 lbs.,--,Southpaw,"Oct 24, 1978",http://ufcstats.com/fighter-details/1b4d6971bb18b82c,"[{'wl': 'loss', 'opponent': 'Ryan Gracie', 'method': 'KO/TKO\n \n \n\n Kicks', 'round': '1', 'time': '7:37'}, {'wl': 'win', 'opponent': 'Antonio Schembri', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",http://ufcstats.com/fighter-details/98b80a717b9bda17,"[{'wl': 'loss', 'opponent': 'Thiago Silva', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Roger Hollett', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Alexander Gustafsson', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '3:34'}, {'wl': 'loss', 'opponent': 'Quinton Jackson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Tito Ortiz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Keith Jardine', 'method': 'M-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jon Jones', 'method': 'DQ', 'round': '1', 'time': '4:14'}, {'wl': 'win', 'opponent': 'Mark Munoz', 'method': 'KO/TKO\n \n\n\n Kick', 'round': '1', 'time': '3:53'}, {'wl': 'win', 'opponent': 'Reese Andy', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:19'}, {'wl': 'loss', 'opponent': 'Rich Franklin', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '3', 'time': '0:39'}, {'wl': 'win', 'opponent': 'Tim Boetsch', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '1:25'}, {'wl': 'loss', 'opponent': 'Michael Bisping', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Rex Holman', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:00'}, {'wl': 'win', 'opponent': 'Seth Petruzelli', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jesse Forbes', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '1', 'time': '4:47'}]"
Jeremy Hamilton,--,185 lbs.,--,,"Nov 14, 1984",http://ufcstats.com/fighter-details/7ada6ea792a34424,"[{'wl': 'loss', 'opponent': 'Derek Brunson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Anthony Hamilton,"6' 5""",260 lbs.,"76""",Orthodox,"Apr 14, 1980",http://ufcstats.com/fighter-details/c727c7d31c50c4cf,"[{'wl': 'loss', 'opponent': 'Adam Wieczorek', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Daniel Spitz', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:24'}, {'wl': 'loss', 'opponent': 'Marcel Fortuna', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '3:10'}, {'wl': 'loss', 'opponent': 'Francis Ngannou', 'method': 'SUB\n \n \n\n Kimura', 'round': '1', 'time': '1:57'}, {'wl': 'win', 'opponent': 'Damian Grabowski', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:14'}, {'wl': 'loss', 'opponent': 'Shamil Abdurakhimov', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Daniel Omielanczuk', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Todd Duffee', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:33'}, {'wl': 'win', 'opponent': 'Ruan Potts', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '4:17'}, {'wl': 'loss', 'opponent': 'Aleksei Oleinik', 'method': 'SUB\n \n \n\n Scarf Hold', 'round': '1', 'time': '2:18'}]"
CJ Hamilton,"5' 7""",125 lbs.,"68""",Switch,"Oct 07, 1986",http://ufcstats.com/fighter-details/7da5839b223f3728,"[{'wl': 'loss', 'opponent': 'Casey Kenney', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982",http://ufcstats.com/fighter-details/23459ee7e373b98f,"[{'wl': 'loss', 'opponent': 'Magnus Cedenblad', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '0:57'}, {'wl': 'loss', 'opponent': 'Michael Kuiper', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '2:16'}, {'wl': 'loss', 'opponent': 'Constantinos Philippou', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:11'}, {'wl': 'win', 'opponent': 'CB Dollaway', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '3:38'}, {'wl': 'loss', 'opponent': 'Kyle Kingsbury', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Rodney Wallace', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Alexander Gustafsson', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:41'}, {'wl': 'win', 'opponent': 'Scott Graham', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '1:36'}]"
James Hammortree,"6' 3""",185 lbs.,--,Orthodox,"Nov 29, 1983",http://ufcstats.com/fighter-details/1f77fce698e80488,"[{'wl': 'loss', 'opponent': 'Chris Camozzi', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Dean Hancock,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/24e9d6b0a24cff9d,[]
Joachim Hansen,"5' 7""",150 lbs.,--,Southpaw,"May 26, 1979",http://ufcstats.com/fighter-details/86e388ed20761ad9,"[{'wl': 'loss', 'opponent': 'Tatsuya Kawajiri', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '3', 'time': '2:30'}, {'wl': 'win', 'opponent': 'Mitsuhiro Ishida', 'method': 'S-DEC', 'round': '2', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Hideo Tokoro', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '1', 'time': '2:48'}, {'wl': 'loss', 'opponent': 'Hiroyuki Takaya', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:27'}, {'wl': 'loss', 'opponent': 'Bibiano Fernandes', 'method': 'S-DEC', 'round': '2', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Shinya Aoki', 'method': 'SUB\n \n \n\n Armbar', 'round': '2', 'time': '4:56'}, {'wl': 'win', 'opponent': 'Shinya Aoki', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:19'}, {'wl': 'win', 'opponent': 'Kultar Gill', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '2:33'}, {'wl': 'loss', 'opponent': 'Eddie Alvarez', 'method': 'U-DEC', 'round': '2', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Kotetsu Boku', 'method': 'U-DEC', 'round': '2', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jason Ireland', 'method': 'SUB\n \n \n\n Armbar', 'round': '3', 'time': '2:33'}, {'wl': 'loss', 'opponent': 'Shinya Aoki', 'method': 'SUB\n \n \n\n Gogo Plata', 'round': '1', 'time': '2:24'}, {'wl': 'win', 'opponent': 'Luiz Azeredo', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '1', 'time': '7:09'}, {'wl': 'loss', 'opponent': 'Hayato Sakurai', 'method': 'U-DEC', 'round': '2', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Yves Edwards', 'method': 'S-DEC', 'round': '2', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Masakazu Imanari', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '2:34'}]"
Kay Hansen,"5' 2""",115 lbs.,"63""",Orthodox,"Aug 14, 1999",http://ufcstats.com/fighter-details/4100c7a09497ad41,"[{'wl': 'loss', 'opponent': 'Piera Rodriguez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Jasmine Jasudavicius', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Cory McKenna', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jinh Yu Frey', 'method': 'SUB\n \n\n\n Armbar', 'round': '3', 'time': '2:26'}]"
Nasrat Haqparast,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",http://ufcstats.com/fighter-details/b7b84ccd221be298,"[{'wl': 'win', 'opponent': 'Jared Gordon', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jamie Mullarkey', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '1:44'}, {'wl': 'win', 'opponent': 'Landon Quinones', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'John Makdessi', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Bobby Green', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Dan Hooker', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Rafa Garcia', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alexander Munoz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Drew Dober', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:10'}, {'wl': 'win', 'opponent': 'Joaquim Silva', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '2', 'time': '0:36'}, {'wl': 'win', 'opponent': 'Thibault Gouti', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Marc Diakiese', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Marcin Held', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Janay Harding,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/b9c3ee342eb72100,[]
Antoni Hardonk,"6' 4""",245 lbs.,"78""",Orthodox,"Feb 05, 1976",http://ufcstats.com/fighter-details/69b69c0178c4004d,"[{'wl': 'loss', 'opponent': 'Pat Barry', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '2:30'}, {'wl': 'loss', 'opponent': 'Cheick Kongo', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:29'}, {'wl': 'win', 'opponent': 'Mike Wessel', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:09'}, {'wl': 'win', 'opponent': 'Eddie Sanchez', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '4:15'}, {'wl': 'win', 'opponent': 'Colin Robinson', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:17'}, {'wl': 'loss', 'opponent': 'Frank Mir', 'method': 'SUB\n \n \n\n Kimura', 'round': '1', 'time': '1:17'}, {'wl': 'loss', 'opponent': 'Justin McCully', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Sherman Pendergarst', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '3:15'}]"
Dan Hardy,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",http://ufcstats.com/fighter-details/473ce3aa581251a2,"[{'wl': 'win', 'opponent': 'Amir Sadollah', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Duane Ludwig', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '3:51'}, {'wl': 'loss', 'opponent': 'Chris Lytle', 'method': 'SUB\n \n\n\n Guillotine Choke', 'round': '3', 'time': '4:16'}, {'wl': 'loss', 'opponent': 'Anthony Johnson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Carlos Condit', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '4:27'}, {'wl': 'loss', 'opponent': 'Georges St-Pierre', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Mike Swick', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Marcus Davis', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Rory Markham', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:09'}, {'wl': 'win', 'opponent': 'Akihiro Gono', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988",http://ufcstats.com/fighter-details/85073dbd1be65ed9,"[{'wl': 'loss', 'opponent': 'Serghei Spivac', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:16'}, {'wl': 'loss', 'opponent': 'Tai Tuivasa', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:07'}, {'wl': 'loss', 'opponent': 'Marcin Tybura', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '4:31'}, {'wl': 'win', 'opponent': 'Maurice Greene', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '1:12'}, {'wl': 'win', 'opponent': 'Yorgan De Castro', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Alexander Volkov', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'nc', 'opponent': 'Ben Sosoli', 'method': 'Overturned', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Juan Adams', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:45'}, {'wl': 'win', 'opponent': 'Dmitrii Smoliakov', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:15'}, {'wl': 'loss', 'opponent': 'Allen Crowder', 'method': 'DQ', 'round': '2', 'time': '2:28'}, {'wl': 'win', 'opponent': 'Tebaris Gordon', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:17'}, {'wl': 'win', 'opponent': 'Austen Lane', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:57'}]"
Baru Harn,--,265 lbs.,--,,--,http://ufcstats.com/fighter-details/848809f3986b4977,"[{'wl': 'loss', 'opponent': 'Ikuhisa Minowa', 'method': 'SUB\n \n \n\n Neck Crank', 'round': '1', 'time': '4:39'}]"
Scott Harper,"6' 0""",185 lbs.,--,Orthodox,"Apr 14, 1972",http://ufcstats.com/fighter-details/14a433bccba87016,"[{'wl': 'loss', 'opponent': 'Logan Clark', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:37'}]"
Gerry Harris,"6' 8""",270 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/30cd319d39ee689b,"[{'wl': 'loss', 'opponent': 'Paul Varelans', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '1', 'time': '1:05'}]"
Gerald Harris,"5' 11""",185 lbs.,"77""",Southpaw,"Nov 19, 1979",http://ufcstats.com/fighter-details/c4b81cdecd5d6abe,"[{'wl': 'win', 'opponent': 'Kazuhiro Nakamura', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Maiquel Falcao', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'David Branch', 'method': 'KO/TKO\n \n\n\n Slam', 'round': '3', 'time': '2:35'}, {'wl': 'win', 'opponent': 'Mario Miranda', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:49'}, {'wl': 'win', 'opponent': 'John Salter', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '3', 'time': '3:24'}]"
Phil Harris,"5' 4""",125 lbs.,"65""",Orthodox,"Sep 04, 1983",http://ufcstats.com/fighter-details/ba043b03eb799063,"[{'wl': 'loss', 'opponent': 'Neil Seery', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'nc', 'opponent': 'Louis Gaudinot', 'method': 'Overturned', 'round': '1', 'time': '1:13'}, {'wl': 'loss', 'opponent': 'John Lineker', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '2:51'}, {'wl': 'win', 'opponent': 'Ulysses Gomez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Darren Uyenoyama', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '3:38'}]"
